Context,ID,RU (Original),EN,ES,TR,AR
Frontend Label,game/board.tsx,Сообщение...,,,,
Frontend Label,game/board.tsx,ПРОДОЛЖИТЬ,,,,
Frontend Label,game/board.tsx,ПАУЗА,,,,
Frontend Label,game/board.tsx,Перетасовать все колоды?,,,,
Frontend Label,game/board.tsx,Нажмите на банк,,,,
Frontend Label,game/board.tsx,Загрузка...,,,,
Frontend Label,game/board.tsx,Бросить (${diceCount}),,,,
Frontend Label,game/board.tsx,Бросить,,,,
Frontend Label,game/board.tsx,"1. Бросайте кубик, чтобы ходить",,,,
Frontend Label,game/board.tsx,7. Бросьте кубик снова!,,,,
Frontend Label,game/board.tsx,"Нажмите, чтобы продолжить",,,,
Frontend Label,game/board.tsx,">
                                                🎤 Голосовой чат
                                                {isSpeaking && <span className=",,,,
Frontend Label,game/board.tsx,Вернуться в игру,,,,
Frontend Label,game/board.tsx,Отойти (AFK),,,,
Frontend Label,game/board.tsx,Пауза,,,,
Frontend Label,game/board.tsx,Открыть комнату,,,,
Frontend Label,game/board.tsx,Закрыть комнату,,,,
Frontend Label,game/board.tsx,Нажмите Банк 🏦,,,,
Frontend Label,game/board.tsx,"Вы уверены, что хотите отменить (удалить) игру? Все участники будут исключены.",,,,
Frontend Label,game/board.tsx,Ошибка: ${response.error},,,,
Frontend Label,game/cards_data.ts,Обед в ресторане,,,,
Frontend Label,game/cards_data.ts,С друзьями.,,,,
Frontend Label,game/cards_data.ts,Ремонт кофемашины,,,,
Frontend Label,game/cards_data.ts,Поломка.,,,,
Frontend Label,game/cards_data.ts,Новые кроссовки,,,,
Frontend Label,game/cards_data.ts,Спорт.,,,,
Frontend Label,game/cards_data.ts,Штраф ПДД,,,,
Frontend Label,game/cards_data.ts,Превышение скорости.,,,,
Frontend Label,game/cards_data.ts,Ужин премиум,,,,
Frontend Label,game/cards_data.ts,Гастрономический сет.,,,,
Frontend Label,game/cards_data.ts,Концерт,,,,
Frontend Label,game/cards_data.ts,Обычные места.,,,,
Frontend Label,game/cards_data.ts,Подписки на сервисы,,,,
Frontend Label,game/cards_data.ts,Годовая подписка.,,,,
Frontend Label,game/cards_data.ts,Абонемент в фитнес,,,,
Frontend Label,game/cards_data.ts,Квартальный.,,,,
Frontend Label,game/cards_data.ts,Пожертвование.,,,,
Frontend Label,game/cards_data.ts,Ветеринар,,,,
Frontend Label,game/cards_data.ts,Лечение питомца.,,,,
Frontend Label,game/cards_data.ts,Новый смартфон,,,,
Frontend Label,game/cards_data.ts,Бюджетная модель.,,,,
Frontend Label,game/cards_data.ts,ТО Автомобиля,,,,
Frontend Label,game/cards_data.ts,Замена масла и фильтров.,,,,
Frontend Label,game/cards_data.ts,Шопинг,,,,
Frontend Label,game/cards_data.ts,Одежда (сезонная).,,,,
Frontend Label,game/cards_data.ts,Бытовая техника,,,,
Frontend Label,game/cards_data.ts,Посудомоечная машина.,,,,
Frontend Label,game/cards_data.ts,Ремонт машины,,,,
Frontend Label,game/cards_data.ts,Замена деталей.,,,,
Frontend Label,game/cards_data.ts,Стоматолог,,,,
Frontend Label,game/cards_data.ts,Лечение зубов.,,,,
Frontend Label,game/cards_data.ts,Страховка,,,,
Frontend Label,game/cards_data.ts,Страхование жизни.,,,,
Frontend Label,game/cards_data.ts,Новый ноутбук,,,,
Frontend Label,game/cards_data.ts,Рабочий инструмент.,,,,
Frontend Label,game/cards_data.ts,Отпуск,,,,
Frontend Label,game/cards_data.ts,Тур на море.,,,,
Frontend Label,game/cards_data.ts,Брендовая сумка,,,,
Frontend Label,game/cards_data.ts,Подарок.,,,,
Frontend Label,game/cards_data.ts,Ремонт дома,,,,
Frontend Label,game/cards_data.ts,Косметический ремонт.,,,,
Frontend Label,game/cards_data.ts,Обслуживание катера,,,,
Frontend Label,game/cards_data.ts,Сезонное обслуживание.,,,,
Frontend Label,game/cards_data.ts,Подарок на свадьбу,,,,
Frontend Label,game/cards_data.ts,Щедрый подарок.,,,,
Frontend Label,game/cards_data.ts,Аренда виллы,,,,
Frontend Label,game/cards_data.ts,Вечеринка для друзей.,,,,
Frontend Label,game/cards_data.ts,Акции: Tesla,,,,
Frontend Label,game/cards_data.ts,Цена $5. Колебания $5-$40.,,,,
Frontend Label,game/cards_data.ts,Цена $10. Колебания $5-$40.,,,,
Frontend Label,game/cards_data.ts,Цена $20. Колебания $5-$40.,,,,
Frontend Label,game/cards_data.ts,Цена $30. Колебания $5-$40.,,,,
Frontend Label,game/cards_data.ts,Цена $40. Колебания $5-$40.,,,,
Frontend Label,game/cards_data.ts,TON Token (криптовалюта),,,,
Frontend Label,game/cards_data.ts,"Криптовалюта на дне. Цена $4,000.",,,,
Frontend Label,game/cards_data.ts,"Крипто-зима. Цена $10,000.",,,,
Frontend Label,game/cards_data.ts,"Биткоин на хайпе. Цена $20,000.",,,,
Frontend Label,game/cards_data.ts,"Биткоин штурмует максимумы. Цена $30,000.",,,,
Frontend Label,game/cards_data.ts,"Биткоин растет! Цена $50,000.",,,,
Frontend Label,game/cards_data.ts,"To The Moon! Цена $100,000.",,,,
Frontend Label,game/cards_data.ts,Акции: AT&T (Pref),,,,
Frontend Label,game/cards_data.ts,Акции: P&G (Pref),,,,
Frontend Label,game/cards_data.ts,Комната в пригороде,,,,
Frontend Label,game/cards_data.ts,Сдача в аренду. ROI ~100%.,,,,
Frontend Label,game/cards_data.ts,Студия маникюра,,,,
Frontend Label,game/cards_data.ts,Студия маникюра на 1 место.,,,,
Frontend Label,game/cards_data.ts,Кофейня,,,,
Frontend Label,game/cards_data.ts,Небольшая кофейня.,,,,
Frontend Label,game/cards_data.ts,Партнёрство в автомастерской,,,,
Frontend Label,game/cards_data.ts,Доля в бизнесе.,,,,
Frontend Label,game/cards_data.ts,Участок земли 20га,,,,
Frontend Label,game/cards_data.ts,Земля без дохода.,,,,
Frontend Label,game/cards_data.ts,Покупка дрона,,,,
Frontend Label,game/cards_data.ts,Дрон для съёмок.,,,,
Frontend Label,game/cards_data.ts,Флипинг студии,,,,
Frontend Label,game/cards_data.ts,Покупка и быстрая перепродажа (или доход).,,,,
Frontend Label,game/cards_data.ts,Сетевой бизнес,,,,
Frontend Label,game/cards_data.ts,Старт в MLM компании.,,,,
Frontend Label,game/cards_data.ts,Сетевой бизнес: Plazma Water,,,,
Frontend Label,game/cards_data.ts,Сетевой бизнес: MONEO,,,,
Frontend Label,game/cards_data.ts,Друг просит в займ,,,,
Frontend Label,game/cards_data.ts,"Ваш друг просит $5,000 на",,,,
Frontend Label,game/cards_data.ts,. Помочь?,,,,
Frontend Label,game/cards_data.ts,"Увы, друг прогорел. Деньги потеряны!",,,,
Frontend Label,game/cards_data.ts,Ура! Друг раскрутился! Вы получаете долю в бизнесе.,,,,
Frontend Label,game/cards_data.ts,Друг вернул долг уроком мудрости! +2 кубика на 3 хода.,,,,
Frontend Label,game/cards_data.ts,Крыша протекла,,,,
Frontend Label,game/cards_data.ts,Обновить крышу. Платите $5000 ЕСЛИ есть недвижимость.,,,,
Frontend Label,game/cards_data.ts,Прорыв канализации,,,,
Frontend Label,game/cards_data.ts,Починить канализацию. Платите $2000 ЕСЛИ есть недвижимость.,,,,
Frontend Label,game/cards_data.ts,Дом под сдачу. Цена $7000-10000. Доход $200.,,,,
Frontend Label,game/cards_data.ts,Дуплекс в хорошем районе.,,,,
Frontend Label,game/cards_data.ts,4-квартирный дом,,,,
Frontend Label,game/cards_data.ts,Многоквартирный дом. Стабильные жильцы.,,,,
Frontend Label,game/cards_data.ts,8-квартирный комплекс,,,,
Frontend Label,game/cards_data.ts,Жилой комплекс с управляющим.,,,,
Frontend Label,game/cards_data.ts,ЖК,,,,
Frontend Label,game/cards_data.ts,Эконом класс.,,,,
Frontend Label,game/cards_data.ts,Мини-отель,,,,
Frontend Label,game/cards_data.ts,"Бутик-отель на 10 номеров, стабильно приносит доход.",,,,
Frontend Label,game/cards_data.ts,Сеть кафе быстрого питания,,,,
Frontend Label,game/cards_data.ts,"Прибыльный бизнес, несколько точек в центре города.",,,,
Frontend Label,game/cards_data.ts,Ферма органических овощей,,,,
Frontend Label,game/cards_data.ts,Экологичное хозяйство с контрактами на поставку.,,,,
Frontend Label,game/cards_data.ts,Сеть автомоек,,,,
Frontend Label,game/cards_data.ts,"Хорошее расположение, стабильный трафик клиентов.",,,,
Frontend Label,game/cards_data.ts,Коворкинг-центр,,,,
Frontend Label,game/cards_data.ts,Большое пространство для аренды под стартапы и фрилансеров.,,,,
Frontend Label,game/cards_data.ts,Франшиза: Plazma Water,,,,
Frontend Label,game/cards_data.ts,Франшиза Plazma Water. Стабильный доход.,,,,
Frontend Label,game/cards_data.ts,Франшиза: MONEO,,,,
Frontend Label,game/cards_data.ts,Франшиза MONEO. Стабильный доход.,,,,
Frontend Label,game/cards_data.ts,Акции TSLA: $40,,,,
Frontend Label,game/cards_data.ts,Рост на новостях о новой батарее. Рынок покупает по $40.,,,,
Frontend Label,game/cards_data.ts,Акции TSLA: $5,,,,
Frontend Label,game/cards_data.ts,Проблемы с автопилотом. Рынок падает до $5.,,,,
Frontend Label,game/cards_data.ts,Акции MSFT: $40,,,,
Frontend Label,game/cards_data.ts,Акции: Microsoft,,,,
Frontend Label,game/cards_data.ts,Рекордная прибыль облачного сегмента. Рынок $40.,,,,
Frontend Label,game/cards_data.ts,Акции MSFT: $5,,,,
Frontend Label,game/cards_data.ts,Антимонопольный иск. Рынок падает до $5.,,,,
Frontend Label,game/cards_data.ts,Сплит Акций TSLA,,,,
Frontend Label,game/cards_data.ts,Сплит 2 к 1. Увеличьте кол-во акций в 2 раза.,,,,
Frontend Label,game/cards_data.ts,Сплит Акций MSFT,,,,
Frontend Label,game/cards_data.ts,Покупатель дома,,,,
Frontend Label,game/cards_data.ts,"Семья ищет дом. Предлагают $13,000.",,,,
Frontend Label,game/cards_data.ts,Инвестор в недвижимость,,,,
Frontend Label,game/cards_data.ts,"Инвестор скупает районы. $25,500.",,,,
Frontend Label,game/cards_data.ts,Отельная сеть (M),,,,
Frontend Label,game/cards_data.ts,"Сеть расширяется. Предлагают $120,000.",,,,
Frontend Label,game/cards_data.ts,Крупный игрок,,,,
Frontend Label,game/cards_data.ts,"Фонд хочет ваш отель. $240,000.",,,,
Frontend Label,game/cards_data.ts,Монополист,,,,
Frontend Label,game/cards_data.ts,"Предложение, от которого нельзя отказаться. $400,000!",,,,
Frontend Label,game/cards_data.ts,Конкурент (FastFood),,,,
Frontend Label,game/cards_data.ts,"Конкурент выкупает точки. $300,000.",,,,
Frontend Label,game/cards_data.ts,Мировой бренд,,,,
Frontend Label,game/cards_data.ts,"Глобальная корпорация поглощает вас. $1,000,000!",,,,
Frontend Label,game/cards_data.ts,Эко-ритейлер,,,,
Frontend Label,game/cards_data.ts,"Сеть супермаркетов покупает производство. $240,000.",,,,
Frontend Label,game/cards_data.ts,Агрохолдинг,,,,
Frontend Label,game/cards_data.ts,"Крупный агрохолдинг. $600,000!",,,,
Frontend Label,game/cards_data.ts,Франчайзинг,,,,
Frontend Label,game/cards_data.ts,"Вас хотят сделать частью франшизы. $450,000.",,,,
Frontend Label,game/cards_data.ts,Девелопер,,,,
Frontend Label,game/cards_data.ts,"Земля под мойками нужна под застройку. $600,000.",,,,
Frontend Label,game/cards_data.ts,IT-Стартап,,,,
Frontend Label,game/cards_data.ts,"Единорог покупает офис. $500,000.",,,,
Frontend Label,game/cards_data.ts,"Техногигант открывает штаб-квартиру. $1,250,000!",,,,
Frontend Label,game/cards_data.ts,Выкуп франшизы,,,,
Frontend Label,game/cards_data.ts,"Головная компания выкупает точку. $25,000.",,,,
Frontend Label,game/cards_data.ts,Слияние сетей,,,,
Frontend Label,game/cards_data.ts,"Выкуп сети. $25,000.",,,,
Frontend Label,game/cards_data.ts,Покупатель бизнеса,,,,
Frontend Label,game/cards_data.ts,"Инвестор. $15,000.",,,,
Frontend Label,game/cards_data.ts,Застройщик,,,,
Frontend Label,game/cards_data.ts,"Цена земли взлетела до $150,000.",,,,
Frontend Label,game/cards_data.ts,Покупатель студии,,,,
Frontend Label,game/cards_data.ts,"Покупатель квартиры студии (субаренда) за $7,000.",,,,
Frontend Label,game/cards_data.ts,Выкуп доли,,,,
Frontend Label,game/cards_data.ts,"Есть покупатель на партнерство за $50,000.",,,,
Frontend Label,game/cards_data.ts,Покупатель жилья,,,,
Frontend Label,game/cards_data.ts,"Старое жилье идет под снос. Предлагают $25,000 за комнату.",,,,
Frontend Label,game/cards_data.ts,Скам на криптобирже,,,,
Frontend Label,game/cards_data.ts,Биржа рухнула. Все ваши BTC сгорают (Цена $0).,,,,
Frontend Label,game/page.tsx,Загрузка данных комнаты...,,,,
Frontend Label,game/page.tsx,🚫 Ошибка,,,,
Frontend Label,game/page.tsx,"router.push('/lobby')}
                        className=""px-6 py-3 bg-slate-800 hover:bg-slate-700 text-white rounded-xl font-bold transition-colors border border-slate-700 w-full""
                    >
                        ⬅ Вернуться в Лобби",,,,
Frontend Label,game/page.tsx,Голосовой чат,,,,
Frontend Label,game/page.tsx,ВЫ,,,,
Frontend Label,game/page.tsx,Мечта: {player.dream || '...'},,,,
Frontend Label,game/page.tsx,Ожидание игрока...,,,,
Frontend Label,game/page.tsx,+ Добавить бота,,,,
Frontend Label,game/page.tsx,") : (
                                                    ""Ожидание игрока...""
                                                )}",,,,
Frontend Label,game/page.tsx,Настройка персонажа,,,,
Frontend Label,game/page.tsx,Выберите фишку и определите свою мечту,,,,
Frontend Label,game/page.tsx,ВЫБЕРИТЕ ФИШКУ,,,,
Frontend Label,game/page.tsx,Удалить игрока?,,,,
Frontend Label,game/page.tsx,"Вы уверены, что хотите исключить этого игрока из комнаты?",,,,
Frontend Label,game/page.tsx,"setPlayerToKick(null)} className=""flex-1 bg-slate-700 hover:bg-slate-600 text-white py-3 rounded-lg font-medium transition-colors"">Отмена",,,,
Frontend Label,game/page.tsx,Удалить,,,,
Frontend Label,game/page.tsx,Вы были исключены из комнаты организатором.,,,,
Frontend Label,game/page.tsx,Ошибка при добавлении бота:,,,,
Frontend Label,game/page.tsx,">
                                                        Мечта: {player.dream ||",,,,
Frontend Label,game/page.tsx,Удалить из комнаты,,,,
Frontend Label,game/page.tsx,">
                                                    5. Запустите игру! 🚀
                                                    <div className=",,,,
Frontend Label,game/page.tsx,1. Выберите фишку,,,,
Frontend Label,game/page.tsx,2. Выберите мечту 👇,,,,
Frontend Label,game/page.tsx,✖ Отменить готовность,,,,
Frontend Label,game/page.tsx,✨ Я Готов!,,,,
Frontend Label,game/page.tsx,3. Нажмите Готов! ✨,,,,
Frontend Label,home/page.tsx,{user?.first_name || 'Гость'},,,,
Frontend Label,home/page.tsx,Гость,,,,
Frontend Label,layout.tsx,Финансовый тренажер,,,,
Frontend Label,lib/dreams.ts,Дом мечты,,,,
Frontend Label,lib/dreams.ts,Построить дом мечты для семьи,,,,
Frontend Label,lib/dreams.ts,Посетить Антарктиду,,,,
Frontend Label,lib/dreams.ts,Экспедиция к Южному полюсу.,,,,
Frontend Label,lib/dreams.ts,Высочайшие вершины,,,,
Frontend Label,lib/dreams.ts,Подняться на все высочайшие вершины мира,,,,
Frontend Label,lib/dreams.ts,Автор бестселлера,,,,
Frontend Label,lib/dreams.ts,Стать автором книги-бестселлера,,,,
Frontend Label,lib/dreams.ts,Яхта в Средиземном,,,,
Frontend Label,lib/dreams.ts,Жить год на яхте в Средиземном море,,,,
Frontend Label,lib/dreams.ts,Мировой фестиваль,,,,
Frontend Label,lib/dreams.ts,Организовать мировой фестиваль,,,,
Frontend Label,lib/dreams.ts,Фонд талантов,,,,
Frontend Label,lib/dreams.ts,Создать фонд поддержки талантов,,,,
Frontend Label,lib/dreams.ts,Кругосветка,,,,
Frontend Label,lib/dreams.ts,Кругосветное плавание на паруснике,,,,
Frontend Label,lib/dreams.ts,Кругосветка (Люкс),,,,
Frontend Label,lib/dreams.ts,Кругосветное плавание на паруснике (Premium),,,,
Frontend Label,lib/dreams.ts,Частный самолёт,,,,
Frontend Label,lib/dreams.ts,Купить частный самолёт,,,,
Frontend Label,lib/dreams.ts,Коллекция суперкаров,,,,
Frontend Label,lib/dreams.ts,Гараж с редкими автомобилями.,,,,
Frontend Label,lib/dreams.ts,Снять фильм,,,,
Frontend Label,lib/dreams.ts,Снять полнометражный фильм,,,,
Frontend Label,lib/dreams.ts,Лидер мнений,,,,
Frontend Label,lib/dreams.ts,Стать мировым лидером мнений,,,,
Frontend Label,lib/dreams.ts,Белоснежная Яхта,,,,
Frontend Label,lib/dreams.ts,Роскошная яхта для путешествий.,,,,
Frontend Label,lib/dreams.ts,Полёт в космос,,,,
Frontend Label,lib/dreams.ts,Туристический полет на орбиту.,,,,
Frontend Label,lib/dreams.ts,Благотворительный фонд,,,,
Frontend Label,lib/dreams.ts,Организовать благотворительный фонд,,,,
Frontend Label,lobby/RoomErrorModal.tsx,Внимание,,,,
Frontend Label,lobby/RoomErrorModal.tsx,Обработка...,,,,
Frontend Label,lobby/RoomErrorModal.tsx,Покинуть и создать,,,,
Frontend Label,lobby/page.tsx,"{
                                                    e.stopPropagation();
                                                    if (isHost) {
                                                        if (confirm('Удалить комнату?')) handleDeleteRoom(room.id);
                                                    } else {
                                                        if (confirm('Покинуть игру?')) handleLeaveRoom(room.id);
                                                    }
                                                }}
                                                className=""absolute top-2 right-2 w-8 h-8 flex items-center justify-center rounded-lg bg-red-500/20 text-red-400 hover:bg-red-500 hover:text-white transition-colors z-20""
                                                title={isHost ? ""Удалить комнату"" : ""Покинуть игру""}
                                            >
                                                {isHost ? '🗑' : '🚪'}",,,,
Frontend Label,lobby/page.tsx,Новая комната,,,,
Frontend Label,lobby/page.tsx,Название,,,,
Frontend Label,lobby/page.tsx,Количество игроков,,,,
Frontend Label,lobby/page.tsx,Доступные комнаты,,,,
Frontend Label,lobby/page.tsx,Нет доступных комнат,,,,
Frontend Label,lobby/page.tsx,Будьте первыми — создайте игру!,,,,
Frontend Label,lobby/page.tsx,Идет игра,,,,
Frontend Label,lobby/page.tsx,{room.gameMode === 'ENTREPRENEUR' ? 'Предпр.' : 'Инженер'},,,,
Frontend Label,lobby/page.tsx,⏱ {Math.floor(room.timer / 60)} мин/ход,,,,
Frontend Label,lobby/page.tsx,"joinRoom(room.id)}
                                                disabled={room.players.length >= room.maxPlayers}
                                                className={`w-full py-3 rounded-xl font-bold text-sm transition-all flex items-center justify-center gap-2 ${room.players.length >= room.maxPlayers
                                                    ? 'bg-slate-800 text-slate-600 cursor-not-allowed'
                                                    : 'bg-slate-700 hover:bg-blue-600 text-white shadow-lg'
                                                    }`}
                                            >
                                                {room.status === 'playing'
                                                    ? (room.players.length >= room.maxPlayers ? 'Мест нет (Игра идет)' : 'Присоединиться (Игра идет)')
                                                    : (room.players.length >= room.maxPlayers ? 'Мест нет' : 'Присоединиться')
                                                }",,,,
Frontend Label,lobby/page.tsx,"{ e.stopPropagation(); deleteRoom(room.id); }}
                                                    className=""bg-red-900/40 hover:bg-red-900/60 text-red-400 border border-red-900 px-3 rounded-xl transition-all""
                                                    title=""Удалить комнату""
                                                >
                                                    🗑",,,,
Frontend Label,lobby/page.tsx,"setShowRules(true)}
                className=""fixed bottom-6 left-6 z-50 bg-slate-800/80 hover:bg-slate-700 backdrop-blur-md border border-slate-700 text-slate-400 hover:text-white px-4 py-2 rounded-full font-bold text-xs uppercase tracking-widest transition-all shadow-lg hover:shadow-xl""
            >
                📜 Правила",,,,
Frontend Label,lobby/page.tsx,"Пожалуйста, войдите в систему",,,,
Frontend Label,lobby/page.tsx,"Пожалуйста, введите название комнаты",,,,
Frontend Label,lobby/page.tsx,Вы уже находитесь в комнате,,,,
Frontend Label,lobby/page.tsx,Игра идет,,,,
Frontend Label,lobby/page.tsx,Ожидание,,,,
Frontend Label,lobby/page.tsx,Вы уже находитесь,,,,
Frontend Label,lobby/page.tsx,Не удалось создать комнату:,,,,
Frontend Label,lobby/page.tsx,Ошибка: User ID не найден. Попробуйте перезагрузить страницу.,,,,
Frontend Label,lobby/page.tsx,"Вы уверены, что хотите удалить эту комнату?",,,,
Frontend Label,lobby/page.tsx,Ошибка удаления:,,,,
Frontend Label,lobby/page.tsx,Неизвестная ошибка,,,,
Frontend Label,lobby/page.tsx,Введите пароль:,,,,
Frontend Label,lobby/page.tsx,Не удалось удалить комнату:,,,,
Frontend Label,lobby/page.tsx,Удалить комнату?,,,,
Frontend Label,lobby/page.tsx,Покинуть игру?,,,,
Frontend Label,lobby/page.tsx,Удалить комнату,,,,
Frontend Label,lobby/page.tsx,Покинуть игру,,,,
Frontend Label,lobby/page.tsx,Например: Битва Миллиардеров,,,,
Frontend Label,lobby/page.tsx,">
                                            1. Введите название 👇
                                            <div className=",,,,
Frontend Label,lobby/page.tsx,Предпр.,,,,
Frontend Label,lobby/page.tsx,Инженер,,,,
Frontend Label,lobby/page.tsx,Мест нет (Игра идет),,,,
Frontend Label,lobby/page.tsx,Присоединиться (Игра идет),,,,
Frontend Label,lobby/page.tsx,Мест нет,,,,
Frontend Label,lobby/page.tsx,Присоединиться,,,,
Frontend Label,page.tsx,Финансовая стратегия,,,,
Frontend Label,page.tsx,{mode === 'LOGIN' ? 'Вход' : 'Регистрация'},,,,
Frontend Label,page.tsx,Логин,,,,
Frontend Label,page.tsx,Пароль,,,,
Frontend Label,page.tsx,: (mode === 'LOGIN' ? 'Войти' : 'Создать аккаунт')},,,,
Frontend Label,page.tsx,"{
                    setMode(mode === 'LOGIN' ? 'REGISTER' : 'LOGIN');
                    setError('');
                  }}
                  className=""text-xs text-slate-400 hover:text-blue-400 transition""
                >
                  {mode === 'LOGIN' ? 'Нет аккаунта? Зарегистрироваться' : 'Есть аккаунт? Войти'}",,,,
Frontend Label,page.tsx,{isReady && user ? 'Redirecting...' : 'Загрузка...'},,,,
Frontend Label,page.tsx,Заполните все поля,,,,
Frontend Label,page.tsx,Ошибка входа,,,,
Frontend Label,page.tsx,Вход,,,,
Frontend Label,page.tsx,Регистрация,,,,
Frontend Label,page.tsx,Войти,,,,
Frontend Label,page.tsx,Создать аккаунт,,,,
Frontend Label,page.tsx,Нет аккаунта? Зарегистрироваться,,,,
Frontend Label,page.tsx,Есть аккаунт? Войти,,,,
Frontend Label,profile/UserProfileModal.tsx,Побед,,,,
Frontend Label,profile/UserProfileModal.tsx,Игровой счет,,,,
Frontend Label,profile/UserProfileModal.tsx,Уровень Аватара,,,,
Frontend Label,profile/UserProfileModal.tsx,{partnershipData.level} уровень ({partnershipData.partners} партнеров),,,,
Frontend Label,profile/page.tsx,{user?.firstName || user?.first_name || 'Гость'},,,,
Frontend Label,profile/page.tsx,"setActiveTab('stats')}
                        className={`flex-1 py-2 rounded-lg text-sm font-bold transition-all ${activeTab === 'stats' ? 'bg-slate-700 text-white shadow-sm' : 'text-slate-400 hover:text-slate-200'}`}
                    >
                        Статистика",,,,
Frontend Label,profile/page.tsx,Рейтинг,,,,
Frontend Label,profile/page.tsx,Реальный счет,,,,
Frontend Label,profile/page.tsx,История операций,,,,
Frontend Label,profile/page.tsx,{loadingHistory ? 'Загрузка...' : 'История пока пуста...'},,,,
Frontend Label,profile/page.tsx,Топ Игроков,,,,
Frontend Label,profile/page.tsx,Лидеры по количеству побед и накопленному капиталу,,,,
Frontend Label,profile/page.tsx,">
                                                                от{",,,,
Frontend Label,profile/page.tsx,История пока пуста...,,,,
Frontend Label,profile/page.tsx,">
                                                        Побед: <span className=",,,,
Frontend Label,schedule/CreateGameModal.tsx,Создать игру,,,,
Frontend Label,schedule/CreateGameModal.tsx,Время (МСК),,,,
Frontend Label,schedule/CreateGameModal.tsx,Мест всего,,,,
Frontend Label,schedule/CreateGameModal.tsx,Промо мест,,,,
Frontend Label,schedule/CreateGameModal.tsx,Цена (вход),,,,
Frontend Label,schedule/CreateGameModal.tsx,Описание / Примечание,,,,
Frontend Label,schedule/CreateGameModal.tsx,"setDescription(e.target.value)}
                            placeholder=""Добавьте примечание для участников...""
                        />",,,,
Frontend Label,schedule/CreateGameModal.tsx,Создать Игру,,,,
Frontend Label,schedule/CreateGameModal.tsx,✅ Игра создана!,,,,
Frontend Label,schedule/CreateGameModal.tsx,❌ Ошибка создания,,,,
Frontend Label,schedule/CreateGameModal.tsx,Добавьте примечание для участников...,,,,
Frontend Label,schedule/CreateGameModal.tsx,Создание...,,,,
Frontend Label,schedule/EditGameModal.tsx,Редактирование,,,,
Frontend Label,schedule/EditGameModal.tsx,Изменение времени автоматически уведомит участников (soon),,,,
Frontend Label,schedule/EditGameModal.tsx,✅ Игра обновлена!,,,,
Frontend Label,schedule/EditGameModal.tsx,❌ Ошибка обновления,,,,
Frontend Label,schedule/EditGameModal.tsx,Ошибка,,,,
Frontend Label,schedule/EditGameModal.tsx,Сохранение...,,,,
Frontend Label,schedule/EditGameModal.tsx,Сохранить,,,,
Frontend Label,schedule/JoinGameModal.tsx,Запись на игру,,,,
Frontend Label,schedule/JoinGameModal.tsx,Платное участие гарантирует место.,,,,
Frontend Label,schedule/JoinGameModal.tsx,Promo (Бесплатно),,,,
Frontend Label,schedule/JoinGameModal.tsx,Нужен репост,,,,
Frontend Label,schedule/JoinGameModal.tsx,Красный баланс (${game.price}),,,,
Frontend Label,schedule/JoinGameModal.tsx,Бонусный счет,,,,
Frontend Label,schedule/JoinGameModal.tsx,Зеленый баланс (${game.price}),,,,
Frontend Label,schedule/JoinGameModal.tsx,Основной счет,,,,
Frontend Label,schedule/JoinGameModal.tsx,Оплата на месте,,,,
Frontend Label,schedule/JoinGameModal.tsx,Наличные / Карта,,,,
Frontend Label,schedule/JoinGameModal.tsx,Вы записаны!,,,,
Frontend Label,schedule/JoinGameModal.tsx,Мастер получил уведомление.,,,,
Frontend Label,schedule/JoinGameModal.tsx,"Вы можете добавить ссылку на репост сейчас, чтобы мастер быстрее одобрил заявку.",,,,
Frontend Label,schedule/JoinGameModal.tsx,{repostLink.trim() ? 'Отправить ссылку' : 'Пропустить и закрыть'},,,,
Frontend Label,schedule/JoinGameModal.tsx,Оплата мастеру при игре,,,,
Frontend Label,schedule/JoinGameModal.tsx,Оплата прошла успешно! Вы записаны.,,,,
Frontend Label,schedule/JoinGameModal.tsx,Ошибка записи,,,,
Frontend Label,schedule/JoinGameModal.tsx,Отправить ссылку,,,,
Frontend Label,schedule/JoinGameModal.tsx,Пропустить и закрыть,,,,
Frontend Label,schedule/ManageGameModal.tsx,Управление игрой,,,,
Frontend Label,schedule/ManageGameModal.tsx,"setActiveTab('settings')}
                    className={clsx(""flex-1 py-2 rounded-lg text-sm font-bold transition-colors"", activeTab === 'settings' ? ""bg-blue-600 text-white"" : ""bg-slate-800 text-slate-400"")}
                >
                    Настройки",,,,
Frontend Label,schedule/ManageGameModal.tsx,"setActiveTab('users')}
                    className={clsx(""flex-1 py-2 rounded-lg text-sm font-bold transition-colors"", activeTab === 'users' ? ""bg-blue-600 text-white"" : ""bg-slate-800 text-slate-400"")}
                >
                    Игроки ({game?.participants?.length || 0})",,,,
Frontend Label,schedule/ManageGameModal.tsx,"setActiveTab('broadcast')}
                    className={clsx(""flex-1 py-2 rounded-lg text-sm font-bold transition-colors"", activeTab === 'broadcast' ? ""bg-blue-600 text-white"" : ""bg-slate-800 text-slate-400"")}
                >
                    Рассылка",,,,
Frontend Label,schedule/ManageGameModal.tsx,"setDescription(e.target.value)}
                                placeholder=""Добавьте примечание для участников...""
                            />",,,,
Frontend Label,schedule/ManageGameModal.tsx,Добавить игрока,,,,
Frontend Label,schedule/ManageGameModal.tsx,+ Пригласить,,,,
Frontend Label,schedule/ManageGameModal.tsx,Нет участников,,,,
Frontend Label,schedule/ManageGameModal.tsx,Это сообщение будет отправлено каждому участнику игры в личку от имени бота.,,,,
